  2.4869230e+002  2.5000000e+002
  2.4918070e+002  2.5000000e+002
  2.4967000e+002  2.5000000e+002
  2.4967000e+002  2.5000000e+002
  2.5008840e+002  2.5000000e+002
  2.4993000e+002  2.5000000e+002
  2.4963460e+002  2.5000000e+002
  2.4967000e+002  2.5000000e+002
  2.5055280e+002  2.5000000e+002
  2.5084000e+002  2.5000000e+002
  2.5041680e+002  2.5000000e+002
  2.5055000e+002  2.5000000e+002
  2.5094000e+002  2.5000000e+002
  2.5094000e+002  2.5000000e+002
  2.5026000e+002  2.5000000e+002
  2.4957000e+002  2.5000000e+002
  2.4967350e+002  2.5000000e+002
  2.5021910e+002  2.5000000e+002
  2.5076470e+002  2.5000000e+002
  2.5084000e+002  2.5000000e+002
  2.5084000e+002  2.5000000e+002
  2.5020090e+002  2.6844710e+002
  2.4987000e+002  2.7800000e+002
  2.4963730e+002  2.7800000e+002
  2.4947000e+002  2.7800000e+002
  2.5156350e+002  2.7800000e+002
  2.6175110e+002  2.7800000e+002
  2.6491000e+002  2.7800000e+002
  2.7242150e+002  2.7800000e+002
  2.7821880e+002  2.7800000e+002
  2.8177510e+002  2.7800000e+002
  2.8259000e+002  2.7800000e+002
  2.8301030e+002  2.7800000e+002
  2.8327000e+002  2.7800000e+002
  2.8149550e+002  2.7800000e+002
  2.7563870e+002  2.7800000e+002
  2.6879540e+002  2.7800000e+002
  2.6686690e+002  2.7800000e+002
  2.6676000e+002  2.7800000e+002
  2.6921000e+002  2.7800000e+002
  2.6921000e+002  2.7800000e+002
  2.7342270e+002  2.7800000e+002
  2.7530190e+002  2.7800000e+002
  2.7616850e+002  2.7800000e+002
  2.7715160e+002  2.7800000e+002
  2.7741000e+002  2.7800000e+002
  2.7806950e+002  2.7800000e+002
  2.7614000e+002  2.7800000e+002
  2.7614000e+002  2.7800000e+002
  2.7438000e+002  2.7800000e+002
  2.7406320e+002  2.7800000e+002
  2.7233000e+002  2.7800000e+002
  2.7284670e+002  2.7800000e+002
  2.7444270e+002  2.7800000e+002
  2.7477000e+002  2.7800000e+002
  2.7514600e+002  2.7800000e+002
  2.7565000e+002  2.7800000e+002
  2.7596650e+002  2.7800000e+002
  2.7681910e+002  2.7800000e+002
  2.7722000e+002  2.7800000e+002
  2.7633100e+002  2.7800000e+002
  2.7505960e+002  2.7800000e+002
  2.7477000e+002  2.7800000e+002
  2.7409630e+002  2.7800000e+002
  2.7302000e+002  2.7800000e+002
  2.7302000e+002  2.7800000e+002
  2.7429000e+002  2.7800000e+002
  2.7389000e+002  2.7800000e+002
  2.7442680e+002  2.7800000e+002
  2.7425800e+002  2.7800000e+002
  2.7497000e+002  2.7800000e+002
  2.7497000e+002  2.7800000e+002
  2.7543180e+002  2.7800000e+002
  2.7575070e+002  2.7800000e+002
  2.7507000e+002  2.7800000e+002
  2.7496450e+002  2.7800000e+002
  2.7487000e+002  2.7800000e+002
  2.7479170e+002  2.7800000e+002
  2.7462330e+002  2.7800000e+002
  2.7429000e+002  2.7800000e+002
  2.7437120e+002  2.7800000e+002
  2.7462000e+002  2.7800000e+002
  2.7458910e+002  2.7800000e+002
  2.7448000e+002  2.7800000e+002
  2.7469980e+002  2.7800000e+002
  2.7487000e+002  2.7800000e+002
  2.7484580e+002  2.7800000e+002
  2.7459090e+002  2.7800000e+002
  2.7407420e+002  2.7800000e+002
  2.7370000e+002  2.7800000e+002
  2.7383470e+002  2.7800000e+002
  2.7463800e+002  2.7800000e+002
  2.7546000e+002  2.7800000e+002
  2.7590800e+002  2.7800000e+002
  2.7655980e+002  2.7800000e+002
  2.7673000e+002  2.7800000e+002
  2.7605010e+002  2.7800000e+002
  2.7544820e+002  2.7800000e+002
  2.7572420e+002  2.7800000e+002
  2.7509200e+002  2.7800000e+002
