0.054943841  3.664224863  0.003663182  
1.098899841  3.695971012  3.786325216  
2.142855883  3.691087008  3.786325216  
3.186811924  3.705739021  3.786325216  
4.230768204  3.691087008  3.786325216  
5.274724007  3.703296900  3.778999090  
6.318680286  3.705739021  3.786325216  
7.362636089  3.708180904  3.786325216  
8.406592369  3.715507030  3.786325216  
9.450548172  3.695971012  3.786325216  
10.494503975  3.691087008  3.788767099  
11.538460732  3.703296900  3.786325216  
12.582416534  3.715507030  3.786325216  
13.626372337  3.671550989  3.786325216  
14.670328140  3.710623026  3.786325216  
15.714284897  3.710623026  3.788767099  
16.758239746  3.717948914  3.786325216  
17.802196503  3.703296900  3.786325216  
18.846153259  3.681318998  3.786325216  
19.890108109  3.720391035  3.788767099  
20.934064865  3.686203003  3.786325216  
21.978021622  3.710623026  3.786325216  
23.021976471  3.695971012  3.786325216  
24.065933228  3.722832918  3.786325216  
25.109888077  3.713064909  3.788767099  
26.153844833  3.725275040  3.786325216  
27.197801590  3.752137184  3.786325216  
28.241756439  3.737484932  3.786325216  
29.285713196  3.671550989  3.786325216  
30.329669952  3.727716923  3.786325216  
31.373624802  3.744811058  3.788767099  
32.417579651  3.715507030  3.786325216  
33.461536407  3.727716923  3.788767099  
34.505493164  3.688644886  3.786325216  
35.549449921  3.715507030  3.786325216  
36.593406677  3.695971012  3.786325216  
37.637359619  3.700855017  3.786325216  
38.681316376  3.710623026  3.786325216  
39.725273132  3.720391035  3.788767099  
40.769229889  3.705739021  3.786325216  
41.813186646  3.720391035  3.788767099  
42.857143402  3.713064909  3.788767099  
43.901096344  3.730159044  3.786325216  
44.945053101  3.695971012  3.786325216  
45.989009857  3.710623026  3.786325216  
47.032966614  3.703296900  3.786325216  
48.076923370  3.752137184  3.786325216  
49.120876312  3.717948914  3.788767099  
50.164833069  3.715507030  5.000000477  
51.208789825  3.705739021  5.000000477  
52.252746582  3.725275040  5.000000477  
53.296703339  3.725275040  5.000000477  
54.340656281  3.717948914  5.000000477  
55.384613037  3.769231081  5.000000477  
56.428569794  3.761905193  5.000000477  
57.472526550  3.759463072  5.000000477  
58.516483307  3.747252941  5.000000477  
59.560440063  3.749695063  5.000000477  
60.604393005  3.757021189  5.000000477  
61.648349762  3.810745239  5.000000477  
62.692306519  3.778999090  5.000000477  
63.736263275  3.808303118  5.000000477  
64.780220032  3.793651104  5.000000477  
65.824172974  3.793651104  5.000000477  
66.868133545  3.810745239  5.000000477  
67.912086487  3.803419113  5.000000477  
68.956039429  3.805861235  5.000000477  
70.000000000  3.818071127  5.000000477  
71.043952942  3.832723141  5.000000477  
72.087913513  3.847375154  5.000000477  
73.131866455  3.835165262  5.000000477  
74.175819397  3.852259159  5.000000477  
75.219779968  3.869353294  5.000000477  
76.263732910  3.866911173  5.000000477  
77.307693481  3.849817276  5.000000477  
78.351646423  3.901099205  5.000000477  
79.395606995  3.874237299  5.000000477  
80.439559937  3.879121304  3.786325216  
81.483512878  3.920635223  3.786325216  
82.527473450  3.908425331  3.788767099  
83.571426392  3.908425331  3.786325216  
84.615386963  3.910867214  3.786325216  
85.659339905  3.930403233  3.786325216  
86.703292847  3.910867214  3.786325216  
87.747253418  3.903541327  3.786325216  
88.791206360  3.888889313  3.786325216  
89.835166931  3.905983210  3.786325216  
90.879119873  3.896215200  3.786325216  
91.923072815  3.891331196  3.786325216  
92.967033386  3.866911173  3.786325216  
94.010986328  3.884005308  3.810745239  
95.054946899  3.905983210  3.786325216  
96.098899841  3.905983210  3.786325216  
97.142852783  3.905983210  3.786325216  
98.186813354  3.942613363  3.786325216  
99.230766296  3.884005308  3.786325216  
100.274726868  3.888889313  3.786325216  
101.318679810  3.898657322  3.786325216  
102.362632751  3.908425331  3.786325216  
103.406593323  3.893773317  3.783883095  
104.450546265  3.925519228  3.786325216  
105.494506836  3.940171242  3.788767099  
106.538459778  3.891331196  3.786325216  
